"last_name, first_name",player_id,year,woba
"Matos, Luis",682641,2024,0.244
"Vaughn, Andrew",683734,2024,0.294
"Torres, Gleyber",650402,2024,0.298
"Stowers, Kyle",669065,2024,0.286
"Lee, Brooks",686797,2024,0.279
"Busch, Michael",683737,2024,0.336
"Tatis Jr., Fernando",665487,2024,0.356
"Contreras, William",661388,2024,0.36
"Wade Jr., LaMonte",664774,2024,0.343
"Díaz, Yandy",650490,2024,0.324
"Hamilton, David",666152,2024,0.304
"Moore, Dylan",664238,2024,0.307
"Castellanos, Nick",592206,2024,0.312
"Mastrobuoni, Miles",670156,2024,0.222
"Castro, Willi",650489,2024,0.325
"Stallings, Jacob",607732,2024,0.35
"Varsho, Daulton",662139,2024,0.309
"Flores, Wilmer",527038,2024,0.262
"Blanco, Dairon",680118,2024,0.312
"Smith, Pavin",656976,2024,0.321
"Keith, Colt",690993,2024,0.303
"Larnach, Trevor",663616,2024,0.334
"Bohm, Alec",664761,2024,0.345
"Sosa, Lenyn",672820,2024,0.237
"Yastrzemski, Mike",573262,2024,0.319
"Witt Jr., Bobby",677951,2024,0.42
"Bregman, Alex",608324,2024,0.329
"Riley, Austin",663586,2024,0.337
"Vierling, Matt",663837,2024,0.319
"Merrill, Jackson",701538,2024,0.345
"Pham, Tommy",502054,2024,0.308
"Walker, Jordan",691023,2024,0.25
"Kiner-Falefa, Isiah",643396,2024,0.309
"O'Hearn, Ryan",656811,2024,0.334
"Albies, Ozzie",645277,2024,0.311
"Barnes, Austin",605131,2024,0.294
"Madrigal, Nick",663611,2024,0.245
"Rojas, Miguel",500743,2024,0.322
"Suzuki, Seiya",673548,2024,0.359
"DeLuca, Jonny",676356,2024,0.253
"Torrens, Luis",620443,2024,0.312
"Bichette, Bo",666182,2024,0.262
"Goldschmidt, Paul",502671,2024,0.309
"Abreu, José",547989,2024,0.163
"Grissom, Vaughn",687093,2024,0.174
"Herrera, Iván",671056,2024,0.319
"Rosario, Eddie",592696,2024,0.23
"Dunn, Oliver",686554,2024,0.266
"Jansen, Danny",643376,2024,0.29
"Báez, Javier",595879,2024,0.224
"Rice, Ben",700250,2024,0.273
"Crow-Armstrong, Pete",691718,2024,0.291
"Candelario, Jeimer",600869,2024,0.303
"Stefanic, Michael",683021,2024,0.275
"Altuve, Jose",514888,2024,0.343
"Ortiz, Joey",687401,2024,0.319
"Winn, Masyn",691026,2024,0.326
"Meyers, Jake",676694,2024,0.291
"Carpenter, Matt",572761,2024,0.304
"Raley, Luke",670042,2024,0.327
"Monasterio, Andruw",655316,2024,0.281
"Swanson, Dansby",621020,2024,0.296
"Rafaela, Ceddanne",678882,2024,0.295
"Devers, Rafael",646240,2024,0.381
"Hays, Austin",669720,2024,0.301
"Steer, Spencer",668715,2024,0.327
"Thomas, Lane",657041,2024,0.301
"Bethancourt, Christian",542194,2024,0.291
"Hampson, Garrett",641658,2024,0.259
"Holliday, Jackson",702616,2024,0.248
"Burger, Jake",669394,2024,0.329
"Martin, Austin",668885,2024,0.291
"Lindor, Francisco",596019,2024,0.357
"Guerrero Jr., Vladimir",665489,2024,0.403
"Buxton, Byron",621439,2024,0.366
"Toglia, Michael",669911,2024,0.331
"Rivera, Emmanuel",656896,2024,0.265
"Jimenez, Leo",677870,2024,0.311
"Noel, Jhonkensy",678877,2024,0.39
"Outman, James",681546,2024,0.24
"Grichuk, Randal",545341,2024,0.337
"Correa, Carlos",621043,2024,0.381
"Torkelson, Spencer",679529,2024,0.295
"India, Jonathan",663697,2024,0.327
"Julks, Corey",667452,2024,0.274
"Rios, Edwin",621458,2024,0.157
"Misner, Kameron",670224,2024,0.059
"Amaya, Jacob",676070,2024,0.157
"Martínez, J.P.",679881,2024,0.213
"Narvaez, Carlos",665966,2024,0.268
"Kennedy, Buddy",671083,2024,0.331
"Peraza, Oswald",672724,2024,0.328
"Thompson, Bubba",669352,2024,0.118
"Gasper, Mickey",681508,2024,0.186
"Jordan, Levi",682119,2024,0.114
"Mayo, Coby",691723,2024,0.198
"Kemp, Tony",643393,2024,0.069
"De Los Santos, Luis",665782,2024,0.235
"Reetz, Jakson",656883,2024,0.265
"Stevenson, Cal",670276,2024,0.262
"McKenna, Ryan",663630,2024,0.377
"León, Pedro",694175,2024,0.117
"Barrosa, Jorge",678489,2024,0.308
"McKinney, Billy",641856,2024,0.275
"Pereda, Jhonny",640902,2024,0.189
"Waters, Drew",671221,2024,0.269
"Kessinger, Grae",666197,2024,0
"Lukes, Nathan",664770,2024,0.539
"Dunn, Blake",694362,2024,0.133
"López, Jack",605346,2024,0
"Ortega, Rafael",542364,2024,0.133
"Haggerty, Sam",664059,2024,0.098
"Baker, Luken",663609,2024,0.391
"Sullivan, Brett",664954,2024,0.264
"Foscue, Justin",679822,2024,0.128
"DeLoach, Zach",676113,2024,0.195
"Wynns, Austin",642851,2024,0.419
"Canario, Alexander",672744,2024,0.35
"Adrianza, Ehire",501303,2024,0.261
"Ornelas, Jonathan",680716,2024,0.217
"Wilson Jr., Jacob",805779,2024,0.264
"Conine, Griffin",665052,2024,0.391
"White, Eli",642201,2024,0.327
"Kavadas, Niko",694359,2024,0.159
"Delay, Jason",641511,2024,0.324
"Peterson, Jace",607054,2024,0.113
"Wiemer Jr., Joey",686894,2024,0.175
"Hiura, Keston",669374,2024,0.131
"Rodriguez, Johnathan",671286,2024,0.253
"Pauley, Graham",688363,2024,0.183
"Mervis, Matt",670223,2024,0.137
"Crews, Dylan",686611,2024,0.348
"Brooks, Trenton",670092,2024,0.186
"Miller, Owen",680911,2024,0.177
"Vosler, Jason",613564,2024,0.229
"Alvarez Jr., Nacho",805373,2024,0.128
"Berroa, Steward",672642,2024,0.251
"Goodrum, Niko",592348,2024,0.147
"Murphy, Tom",608596,2024,0.206
"McCoy, Mason",669200,2024,0.296
"Salazar, César",663967,2024,0.347
"Williams, Luke",663897,2024,0.234
"Story, Trevor",596115,2024,0.262
"Blankenhorn, Travis",663905,2024,0.143
"Colás, Oscar",693049,2024,0.3
"Villar, David",681584,2024,0.304
"Sabol, Blake",666165,2024,0.352
"Robinson, Chuckie",642020,2024,0.15
"Romo, Drew",691011,2024,0.247
"Wall, Forrest",657088,2024,0.26
"Díaz, Aledmys",649557,2024,0.098
"Zavala, Seby",664874,2024,0.22
"Whitcomb, Shay",694376,2024,0.322
"Remillard, Zach",621545,2024,0.305
"Nuñez, Nasim",683083,2024,0.316
"Shenton, Austin",668853,2024,0.31
"Hensley, David",682073,2024,0.303
"Locklear, Tyler",682988,2024,0.238
"Haase, Eric",606992,2024,0.362
"Pinto, René",650907,2024,0.309
"Hinds, Rece",677956,2024,0.485
"Wendle, Joey",621563,2024,0.219
"Jones, Jahmai",663330,2024,0.301
"Clase, Jonatan",682729,2024,0.205
"Alvarez, Armando",669137,2024,0.259
"McCray, Grant",687529,2024,0.308
"Westbrook, Jamie",642197,2024,0.252
"Millas, Drew",686452,2024,0.271
"Moncada, Yoán",660162,2024,0.34
"Amador, Adael",691182,2024,0.176
"Sweeney, Trey",700242,2024,0.22
"Luciano, Marco",682617,2024,0.32
"Jung, Jace",690291,2024,0.261
"Dezenzo, Zach",701305,2024,0.251
"Sogard, Nick",686765,2024,0.248
"Black, Tyler",672012,2024,0.265
"Walsh, Jared",665120,2024,0.288
"Bote, David",623520,2024,0.317
"Del Castillo, Adrian",680728,2024,0.4
"Tucker, Cole",657061,2024,0.25
"Hicks, Aaron",543305,2024,0.196
"Rosario, Eguy",666703,2024,0.344
"Paris, Kyren",677347,2024,0.207
"Vilade, Ryan",668723,2024,0.2
"Serven, Brian",661531,2024,0.232
"Wendzel, Davis",673995,2024,0.175
"Dingler, Dillon",693307,2024,0.19
"Tromp, Chadwick",644433,2024,0.266
"Aranda, Jonathan",666018,2024,0.266
"Kreidler, Ryan",668952,2024,0.18
"Edman, Tommy",669242,2024,0.287
"García, Avisaíl",541645,2024,0.274
"Dahl, David",621311,2024,0.272
"Schunk, Aaron",668845,2024,0.219
"Ruiz, Esteury",665923,2024,0.28
"Ramos, Bryan",682868,2024,0.195
"Gamel, Ben",592325,2024,0.35
"Reyes, Pablo",622569,2024,0.207
"Wilson, Weston",642215,2024,0.407
"Dalbec, Bobby",666915,2024,0.194
"Hurtubise, Jacob",674441,2024,0.253
"Bliss, Ryan",669208,2024,0.299
"Berti, Jon",542932,2024,0.29
"Marchán, Rafael",665561,2024,0.381
"Fermín, José",665877,2024,0.236
"Encarnacion, Jerar",666464,2024,0.307
"Crawford, Brandon",543063,2024,0.248
"Ford, Mike",645801,2024,0.18
"Kjerstad, Heston",677008,2024,0.343
"Rivas, Leo",660844,2024,0.296
"Baddoo, Akil",668731,2024,0.229
"Sanó, Miguel",593934,2024,0.274
"Clemens, Kody",665019,2024,0.318
"Madris, Bligh",676632,2024,0.301
"Caminero, Junior",691406,2024,0.339
"Short, Zack",670097,2024,0.228
"Urías, Luis",649966,2024,0.255
"Trejo, Alan",676701,2024,0.152
"Chaparro, Andrés",665953,2024,0.332
"Wagner, Will",695238,2024,0.392
"Palacios, Joshua",641943,2024,0.298
"Bae, Ji Hwan",678225,2024,0.213
"Tena, José",677588,2024,0.342
"Barnhart, Tucker",571466,2024,0.238
"Cabbage, Trey",663550,2024,0.258
"Myers, Dane",667472,2024,0.329
"Herrera, Jose",645444,2024,0.267
"Vogelbach, Daniel",596129,2024,0.262
